8691271	b"  Please note, sarnold has heavily edited the question; the original\nquestion, in its entirety, is kept in the question as a comment. If I made\nsomething unclear, perhaps the original post will be helpful. (I'm leaving\nit as a comment so future editors do not need to always refer to the\nquestion edit history.)  \n\n I'm working with Delphi Xe2 and need help understanding how to use ANSI\nstrings, Unicode strings, and Wide-character strings, correctly,\nespecially when writing a DLL intended for use with other languages (such\nas VB, C++, or C#). \n\n I need to write a DLL using Delphi Xe2 to perform simple string operations\non Unicode strings. This DLL needs to work  with one is  SimpleShareMem  or\n ShareMem  or without  memory managers. This DLL needs to be callable from foreign\nlanguages such as VB, C++, and C#. \n\n By default, strings should now be Unicode strings. Should we use\nEmbarcadero to work with these strings? \n\n Strings are either: (a) single-byte characters that do not support Unicode\nor (b) wide strings, where each character requires two bytes. (These do\nsupport Unicode, but they are not UTF-8 strings.) \n\n There are two pointer types available:  PAnsiChar  and  PWideChar  (there\nis no  PUnicodeChar  pointer available).  PChar  is an alias for\n PWideChar  -- does this means we always need to allocate  2 * length \namount of memory for these strings? (And, similarly, do we need to divide\nthe memory by  2  to get the length of these strings?) \n\n For string constants, do we need to mark the type of the string in the\nsource code? E.g.: \n\n \n\n or \n\n \n\n How about when we perform assignments between string variables? \n\n \n\n Should this be re-written: \n\n \n\n Should we include the Unicode Byte Order mark in our strings? How should\nwe include the BOM in our strings? \n\n How should we work with ANSI strings in different Windows Code Pages? If\nwe receive an ANSI string with code page 1200, should we re-code the\nstring or work with it as-is? \n\n How should we use the  TEncoding  class to convert between Unicode, UTF-8,\nWideString, and AnsiString classes? \n\n Are there any severe performance penalties using wide strings or Unicode\nstrings? \n\n Should we write our interfaces to require working with only the WideString\nvariants when using the general memory manager? \n\n Should we write our interfaces to require length parameters for  PChar ,\n PAnsiChar , and  PWideChar  parameter types? \n\n How do write our interfaces to determine if a file is stored in Unicode,\nUTF-8, ANSI, or Wide Characters? How should we determine what format to\nuse when writing files back out? \n\n Should we use only procedures? Or can functions work too? \n\n Thanks, and happy new year. \n\n\n"
8691281	b" You can use the LINQ Except method:  Produces the set difference of two sequences. \n\n     \n\n Consider the following sample method... \n\n \n\n The Except method is invoked on the first collection and passed the second collection as an argument.  The result will contain the differences.  You can then query the result and take action accordingly. If both sequences are equal, the result's count will be zero. \n\n Having said that, it's worthy to note that the preferred strategy in the MVVM world would be to use this method to control whether or not your 'Save' button is enabled.  In this approach, if the two collections are equal, the 'Save' button would be disabled and the user could not access it.   \n\n But either way, the LINQ method offers a very condensed way of achieving what you're after... \n\n ADDING:  seeing the comments you made in reply to 'Dumb's' comment, your 'oldList' would correspond to numbersB in the sample code above... \n\n \n\n Also the  comment  from ' Stonetip ' (to whom thanks)... \n\n \n"
8691283	b" I currently run a URL shortening website called     and use a 6 char random hash with this code, \n\n \n\n I was wondering how many different strings are there using those characters and integers? \n\n You don't need to be exact, just within a million I guess. \n"
8691285	b' ok...this is my third attempt to try and solve this problem.  Hopefully I word it a little clearer this time around.  I have a folder containing various different images. \n\n The folder name is: \'../wp-content/gallery/playerphotos/\' \n\n The file name is passed through as: \n\n \n\n If the matching file exists, I would like to display the photo (".jpg"). \n\n If the file does not exist, then use the default photo in the same folder:\n    \'../wp-content/gallery/playerphotos/NoPhotoAvailable.jpg\' \n\n I look forward to hearing your suggestions.  Thanks for your time. \n'
8691290	b" I currently have a MySQL database that I am accessing using PHP. You search a name and it returns the person's contact information. However, sometimes you search a name that already exists and it returns 2 peoples contact information. \n\n I am inserting the information into an HTML table using JavaScript. PHP is returning the contact information as a long string separated by spaces. And I am using the split function while using the space character as a delimiter. \n\n This is all fine and dandy when the search result only returns 1 name. When it returns 2 names I am having trouble figuring out how separate the two contact's information. Since PHP is returning them as 1 continuous string. \n\n Here is an snippet of my php code: \n\n \n\n Here is a snippet of my JavaScript Code: \n\n \n"
8691293	b'  62^6 = 56,800,235,584  combinations. \n\n However, you must have control for collisions. \n'
8691303	b' \n\n You can choose whatever you want for new row delimiter (here i chose new line)\nThen you just output  $output  however you want :)  (print / echo)\n// and then you parse it somehow trough javascript \n'
8691313	b' You are going to want to use the PHP function file_exists which takes one argument as the file name. \n\n You are going to want to first check to see if the file exists on the server. If it does not then set the photoname to the default name. \n\n \n'
8691314	b" If the shuffle is a proper shuffle like Fisher Yates, you have (26*2+10)!/(26*2+10-6)! = 62!/56! = 44,261,653,680 Possibilities, because we don't have replacement.  \n"
8691325	b" I'd suggest using a delimeter to separate one person's full-name from the next: \n\n \n\n Leading to the following jQuery (this on the assumption you don't need to separate out the first-name and last-name to different elements): \n\n \n\n If, on the other hand, you need to have first-name and last-name in separate cells: \n\n \n"
8691329	b" So this is whats bothering me. \n\n I have two arrays: \n\n \n\n Now I want to compare these two array's, and remove all duplicate values. \nAt the end I want this two array-s but without 'demo' and 'some' values in them. \nI want to remove all values from array-s that have the same index key and value. \nArray's will always have same number of values and indexes, I only want to compare them and remove entries that have the same index key and value, from both of them.   \n\n I'm doing something like this now: \n\n \n\n And this works! But im wondering is there any other way of doing this? Maybe without using foreach loop? Is there more elegant way of doing this? \n"
8691330	b' Edited to correct errors in the code and to make it compatible with more browsers.\n Thanks to @Mr. BeatMasta   and   @Felix Kling   for setting me straight on placement of onreadystatechange, sending the header, and browser compatibility issues. \n\n .\nJavascript: \n\n \n\n In your php you have: \n\n \n\n That should be: \n\n \n'
8691332	b" Ok figured it out.. To send a POST request using ajax you need to set a urlencoded header, just put after xmlhtt.open() \n\n \n\n the other code parts are correct as I've checked on my own \n"
8691333	b" I'm asking a question similar to this, but with python 2.7 instead. I know that I'm the same asker of the question, but the answer should be different. Here's the link. \n\n  How to make a variable name without creating an array in C++?  \n\n I looked up Data Structures on the python website, but I have no idea what they're talking about. Any help or guidance appreciated!  \n"
8691341	b" \n  Check the software firewall on your server.  (If you haven't already ...)  \n  Check the ports on the machine you are trying to connect  from , and its firewall, router, etc.  \n  If you are  absolutely sure  that you've got everything right, contact your ISP and ask if  they  are blocking the port.  \n \n"
8691342	b' I am working on a project, and part of it needs to measure the rotation of the device. I assume that the most efficient way to do this would be with the gyroscope, but please correct me if I am wrong. I really have no idea where to start, so any pointers would be greatly appreciated. \n'
8691345	b" I am on Linux, working on forking a PHP project. I want to create a patch file of the work that I have done, that can be applied to the latest parental code. Both original folder and new code folder are many subdirectories deep (so need recursive). \n\n For some reason when I do : \n\n \n\n I don't manage to get the patch file including all of the new files, and it doesn't even contain some of the deeper file changes ( about 3+ levels deep). \n\n Any ideas how to go about this? I've looked at Meld and Kdiff3...but they don't appear to do what I want either. \n"
8691348	b' \n\n or you can do: \n\n \n\n i guess... \n'
8691350	b" You'd have to start by including the  CoreMotion  framework. Then refer to  the documentation  for a good outline of the  CMMotionManager  class. \n\n The actual implementation is very easy - implement the delegate and tell the manager that you want to start receiving notifications. \n"
8691352	b' Check out Core Motion framework available in iOS starting 4.0. It provides a lot of ready stuff to work gyro and accelerometer at high level without need to work will low level data. \n'
8691357	b" I've always wondered, because I see that they send 404 or 500 or whatever and they send the HTML.\nBut what do web browsers send packet-wise to get that information(I mean details about what the TCP packet it sends) \n"
8691361	b" You could do something like the following: \n\n \n\n or \n\n \n\n And then you can access foo by its name after that. From your other question, it seems like your asking how do you make an array (in Python, it's usually a list) without using square brackets. \n\n Unlike C/C++, you do not need to declare the type of a Python variable, so you can do something like: \n\n \n\n or \n\n \n\n Where the variable named 'foo' references a value with a list (like an array) type. \n"
8691369	b' If you are looking for a structure that is similar to  std::map  in  C++ , you should use  dict . It is a dictionary, that can have any hashable object as key (a string, a tuple, an integer). For example: \n\n \n\n As you can see this is more powerful than  std::map , because keys might have different types and values too. \n\n If you want to assign a class, you also can do this: \n\n \n\n but maybe you are interested in having an instance of this class? This also is possible (on the same  dict ): \n\n \n'
8691371	b' Web browsers send HTTP requests to servers to get HTTP responses which may or may not be HTML. The format for HTTP requests is documented in the  HTTP standard . \n'
8691377	b" I'm assuming the original project is under some version of source control. If so, there should be good tools built for that source control system that will let you create a patch. For example, if the source control system is Subversion (SVN), and you're on Windows, you can use TortoiseSVN to build that patch.  \n\n Don't reinvent the wheel.  \n"
8691386	b' Since  $array1  and  $array2  are always the same length, you could do something like this: \n\n \n\n Is it better? You decide \n'
8691387	b" I would like to be able to add the difference and percent change to every column in a dataframe.  \n\n I'm able to get as far as melting the data and performing the calculations, but I can't figure out how to cast or reshape it back together. I also have a sneaking suspicion that this is easily accomplished with  plyr , but the n-1 rows returned by  diff()  gives me problems. \n\n Using an included dataset: \n\n \n\n (I don't know why Delt makes it's own column name, but I've given up on that) \n\n Now, I can  cast(longley.m, Year ~ variable)  to get back to the original dataset, but I want to be able to have the difference and percent change for each variable in a different column without performing the calculation manually on each variable and then rbinding it back together. I'm pretty confident I've tried every variation of cast to no avail... \n\n  Update: \nJoran solved the Delt column naming issue: coerce it with as.vector! \n"
8691393	b' Basic things you need to know if you don\'t want to read the long specs: \n\n Computers communicate on the internet using multiple protocol  layers  (like in an onion). The top layer is called an application layer; in the case of a browser and a web server, that protocol is called HTTP. It describes headers and response codes and such.  \n\n Underneath that protocol, there\'s a transport protocol called TCP that ensures that the packets sent over the Internet all arrive properly, and in the correct order. Underneath that, there\'s a routing protocol called IP that makes sure that the packets on the internet - flowing through a bunch of intermediary computers - do get to the destination.  \n\n Each of these layers has its own specifications, packet headers, and so forth. The HTTP packet is wrapped inside a TCP packet, and all that magic is wrapped inside an IP packet.  \n\n There are several other layers involved (google "OSI model" if you want details), but this should give you a starting point.  \n'
8691398	b' How to test if system-name matches a string in .emacs with Emacs Lisp? I expect my  system-name  will be something like  userhost-122-1 . The characters after the first dash will be varying. So I am looking for a boolean elisp function that returns true iff the system-name for the current Emacs session has a value starting with  userhhost . How to do this? \n'
8691399	b" Many iOS developers have found the  Cocoa Lumberjack Logging framework  to fill a need that simple  NSLog  statements don't. It's reminiscent of Log4J in the Java world. \n\n In any event, I have written my own custom formatter for Lumberjack, but what I don't see is any documentation on how to flush log statements immediately. \n\n For example, if I'm walking through the debugger and I hit an  NSLog()  statement, it flushes the log statement to the console immediately. That's the behavior I'd like to get from a  DDLogVerbose()  call in Lumberjack. \n\n Right now, I go back and change these statements to  NSLog()  statements if I want them to spit out immediately as I'm debugging a segment of code. With Lumberjack being so robust, I got to think there's a way to configure it to flush with no delay. \n\n Anyone know how to make it so? \n"
8691414	b' Easy: \n\n \n'
8691434	b" I suspect you have a directory structure that's something like : \n\n \n\n In this case,  diff  will ignore the file  newtext.txt  within  anewdirectory/ . It probably also doesn't pick up the text of  newfiled3.txt  either. Instead it reports something like : \n\n \n\n Is this the symptom you're seeing? \nTry : \n\n \n"
8691474	b" For my Android apps, I typically query databases by sending GET or POST parameters to various PHP script URLs, which in turn spit out xml or json that I parse in my app. \n\n But if I have a database with personal protected information in it that users would normally use a login/password to access, what is the best approach to querying this information from the app? My above method would work, but I'd probably need to send the user's login/pass as GET or POST parameters... but that seems like a bad idea... \n\n Typically with a web app, a user logs in and then PHP sessions are used from that point on. Not sure how to approach this type of thing with an Android app though. \n"
8691475	b" I'd likely approach this more like @joran. \n\n But if you want to continue along the path you were on, you could use  reshape()  from base R to complete the journey: \n\n \n"
8691490	b" you could try adding  fflush(stderr);  at the bottom of the  if (logMsg)  in the  - (void)logMessage:(DDLogMessage *)logMessage  function in DDTTYLogger.m. \n\n the downside to flushing on every log message is that you may experience a hit to performance, tho if you're using it for debugging it probably doesn't matter. \n"
8691510	b" I have a fair amount of CSS knowledge, but I've been stumped while trying to achieve a unique navigation bar for a website I'm working on. \n\n Since pictures are worth over 9000 words, I put together a diagram to represent the scenario. \n\n    \n\n The #container (blue) is 1000px wide and has 25px rounded corners. At the top of the container is the #navbar (green) which is the full width of the #container and is 55px high (it matches the top, left, and right edges of the #container, but I enlarged it in the image so you could see it better). Inside of the #navbar are the different navigation buttons (red). I want all of the buttons to be equally wide (and always stretch from one side to the other), and the buttons on the far left/right to have rounded corners like the grandparent #container. The solution need to be pure and strict CSS and work across most modern browsers (except IE 8 and under). \n\n I want this to be a learning experience, so if you post the code, please provide some explanation. \n"
8691530	b"  HTML:  \n\n \n\n You should probably turn that into a list... \n\n  CSS:  \n\n \n\n Here's the fiddle:     \n"
8691531	b' If you always have only 3 Items, you can give width of 33% to first 2 of them, and auto to the 3rd - so they are stretched to the end, also adding 2 classes - "first-item" on first menuitem and "last-item" on the last, so you can give them border-top-left-radius and border-top-right-radius \n'
8691541	b' Im confused what virtual int and virtual string means. \n\n Moreover, I\'m confused what the prefix "virtual" has to do with anything; I have a feeling it has to do with vectors. \n'
8691548	b' Although opening up port 1099 is a good start, that just allows you to contact the RMI  registry . The actual RMI exported objects will be available on a different port (by default an arbitrary port). \n\n You have two options: \n\n 1)  Set up your server in your router as the DMZ (meaning all incoming connections will get routed to that server). Be careful about security on your server though. \n\n 2)  Set up specific ports for your object -    . \n\n PS - a packet capture tool such as Wireshark often helps diagnose these sorts of problems. \n'
8691554	b" The  virtual  has nothing to do with the  int , nor does it have anything to do with vectors. The  int  specifies the type of value the function returns when it's done. The  virtual  specifies that the function call be handled in a special way that's related to inheritance. \n\n I expect this question has duplicate answers on here already. Search for stuff about the  virtual  keyword in C++. \n\n Your question is a very elementary C++ question, and I believe a full explanation of what  virtual  means is outside the scope of what StackOverflow can help you with anyway. You should find a nice beginners C++ book. \n"
8691559	b' In C++ "virtual" is a keyword used in a class\' or struct\'s method declarations that makes the function polymorphic based on the object type. You can read up on the basic, language-independent concept at    , but you\'d be best served reading an introduction C++ book to learn how this is used. \n'
8691592	b" I'm trying to place a button just below/after an image with Jquery. \n\n The button is just a div with some javascript: \n\n \n\n The point where I'm stuck: I can't get this  after  the  first  image using jQuery. \n\n The location of the image in CSS would be: \n\n \n\n Anyone who can help me out? \n\n You can view a  SCREENSHOT  over here: - , \n\n You can view the source of this page: - \n"
8691593	b" I have a trickier solution. Instead of having the (possibly minimal) overhead of calling  file_exists()  each time you want to serve a photo, just have PHP output the photo name as if it existed (Say for example:  ../wp-content/gallery/playerphotos/Jack Sample.jpg ). Then write a little .htaccess rule (if you're using Apache) that sets the 404 file for the  playerphotos  directory to be  NoPhotoAvailable.jpg . If you aren't using Apache, there are probably similar rules you can use for your server, but the advantage here is that while its not 100% portable, it hands the job of checking if the file exists to a program that is optimized to serve files. With apache you'd need a rule like this: \n\n \n"
8691599	b" Simple: \n\n \n\n \n\n You also have to remove the float. Ideally this should be done via CSS. If that's not possible, use this: \n\n \n"
8691604	b' A  DataTrigger  exists within a  ControlTemplate  \n\n \n\n The bound property, IsDragTarget, is an attached property which is coded in to a custom control class: \n\n \n\n The problem may be described that the  DataTrigger  only appears to resolve the value once, when the control is initialized. Updating the property value does not flip the DataTrigger. \n\n Troubleshooting performed: \n\n \n A blank  IValueConverter  "return value" was added to the binding; the  IValueConverter.Convert  method is being called only once. \n Debug stepping was performed to verify that the attached property value is changed. \n The  DataTrigger.Value  property was set to  False  - the initial value of the attached property; the Setters fired once when the control intialized. Subsequent changes to the property did not fire the DataTrigger. \n The Visual Studio Output window shows no binding expression warnings. \n \n'
8691605	b' Add  display:block  property using CSS. \n'
8691608	b' I have a form that when my users click "submit", I first want to check if the username they have chosen is already taken. I use ajax for this: \n\n \n\n So I know that when a username is taken, the function  userNameTaken()  does return true.  \n\n However, the form saves anyway almost as if the javascript does not pause and wait for this ajax call to finish, but instead continues to go on and evaluate. Any ideas on how to solve this so that my form will wait for this ajax call and not submit? \n'
8691615	b' You cannot return data from an Ajax call like this: Ajax calls return at arbitrary future times, while the call to  userNameTaken()  returns (essentially) immediately, certainly before the Ajax request completes. \n\n You may make the call synchronous, at the risk of stalling the browser UI. IMO this is not preferred. \n\n Alternatively, only allow submission if the name is unused: use the callback function to set an "ok" flag, or enable the submit button, or pop up the alert, or... \n\n FWIW, I find popup alerts  very  disruptive and counter to a smooth UX. \n'
8691616	b' I have 2 very simple scripts: \n\n \n\n and \n\n \n\n Why do I get  Fatal error: Call to undefined method Facebook::getSession() in C:\\wamp\\www\\jt1\\index.php on line 4 ? \n'
8691635	b' I\'m working along with the book Beginning iPhone 3 Development, and am running into some issues on the "Pickers" app. I\'m using Xcode 4.2, and I set it up exactly like they have it set up in their source code. All the code is the same, and all the outlet connections are the same. But, when I run my version, it launches a black screen, and the debugger says "Applications are expected to have a root view controller at the end of application launch." \n\n There version in the source code runs just fine, and mine looks identical to it, but for some reason mine just won\'t run. I\'ve Googled this issue and people have a bunch of workarounds, but I feel like there is something really simple in IB that I\'m not seeing. \n\n Any help would be great, thanks. \n'
8691640	b' Do you have the RootViewControllers XIB-file? And is it connected to the RootViewController Class (in designer) \n'
8691644	b' because the Ajax will not execute in normal top-down process. And submit will not wait for ajax response. you can use a  normal button  instead  submit button  so that you can submit the form manually. \n\n \n\n change the code as  \n\n \n\n So it will check the ajax response and than submit the form if the usename not taken else show the alert. you can put some id to button and form to handle it easily using jquery.. \n'
8691650	b' In Netbeans what is the correct way to get the file path of the currently Opened Project. In the module I am developing I need to acquire the path of the Project for a FileChooser however most of what I tried simply returned the path of the module it is executing from. Is their a way to get the path of the Project that the method is run from?  \n'
8691659	b' I am writing a server application that simply connects a local serial port to multiple network connected clients.  I am using linux and C for the server application because the equipment for the program is a router with limited memory. \n\n I have everything setup for multiple clients to connect and send data to the serial port using a fork() process for each connection. \n\n My problem lies in getting data incoming on the serial port out to the multiple (varing number) client connections.  my problem lies in designing a way for each active socket to get all of the incoming data, and to only get it once.   Any help? \n'
8691664	b" Basically, when I click a button, it plays a sound, it's a soundboard.. The main problem I have is when I use  release();   the first time round the audio is played, when I go to play the sound again it just crashes the app. I tried numerous combinations in the  OnCompletion  method, changing them around, nothing. No matter what code I put, when I put  release();  it just crashes. Here's my code; \n\n \n\n Here is my LogCat; \n\n \n\n That's it. Can anyone guess the problem? I tried to debug the issue, messing with the IllegalStateException. I don't know how. \n"
8691665	b" I need to develop an Application for both  iPhone  and  Android  platforms. I am looking for a cross-platform development frameworks. The important factors need to be taken into consideration are : \n\n \n The App will be running in  intranet  environment (with  NO  internet\nconnection). \n  Drag and drop  features will be available in this App. \n Needs to use the  barcode  reader library. \n Needs to use  map  (it will probably be a custom map) \n Receives  Push notifications  (currently I have mqtt in mind, since\nthere is not internet connection) \n \n\n If possible I only want to maintain only  one source code  for both platforms. I have done some research and I found 2 frameworks which are PhoneGap and Mono(touch and droid). \n\n \n PhoneGap seems to be slow. \n Mono need two code base for 2 platforms, only the libraries can be\nshared (correct me if I am wrong). This is my another worries about mono:     \n \n\n I know the native is the best but for the sake of maintenance and reusing our developer talent (which are C#, HTML, JavaScript) we need to find out the second best option. \n\n Note : Please bear in mind the first 5 features listed on top for your answer.\nThanks in advance. \n\n  UPDATE:  \nAfter exploring a few more tools, I like the performance of Appcelerator as well. But writing the whole app in JavaScript looks very messy to me and can't use OOP. And the extra package size  of (5~7 MB) is also something to take note for frequent releases environment. I like to hear from you guys as well.    I will be updating our decision in coming few weeks. \n"
8691671	b' Is it possible to make my application "un-erasable"? By that I mean a lot of things... \n\n 1-Cannot be uninstalled unless the user enters a password for example.\n2-If the user restores factory settings then my application and its data won\'t be deleted.\n3-User cannot kill the application; as in force it to end while it\'s running. \n\n *Note: Sometimes this can be beneficial to the user. In my application, my client almost necessitates such an option to exist. \n'
8691673	b' The iPhone 3 book is probably having you add the view of your view controller as a subview of the window, correct? Well, since iOS 4,  UIWindow  now has a  rootViewController  property and setting this property to your initial view controller is now the preferred way to get your first view controller on screen. \n\n Basically replace something like this in  -application:didFinishLaunchingWithOptions:  in your application delegate... \n\n  [self.window addSubview:viewController.view];  \n\n with this... \n\n  self.window.rootViewController = viewController;  \n\n Quite a bit has changed since iPhone OS 3; beware as you proceed through the book. \n'
8691676	b' No \n'
8691690	b"  I read this question , and I'm pretty sure it's 90% of what I need, but I'm after something more than just this, and my success formulating my query in Google has been less than stellar. \n\n  What I'd like to do  \n\n I have a form on a site that, when submitted, needs to connect with a database, and then the user needs to be apprised of the result. I'm trying to get the result page to load in a modal jQuery dialog instead of forcing a full page reload. At present, I'm just trying to create a jQuery dialog that replaces the contents of a  &lt;div&gt;  with the product of a PHP file.  I know I will get the PHP file's execution result this way.  That's what I'm after, but it currently is not working. \n\n My code currently looks like this: \n\n \n\n And include.php is simply: \n\n \n\n When I load the page, the original contents of  #dialog  are still there. I have a strong suspicion that what I'm failing to grasp isn't major, but I've had bad luck finding the fix. I'm a web dev newbie.  How do I wwebsite as on the internet?  \n"
8691696	b' I\'m looking for the most optimized way to have an object in JS; since JS allows you to do something in multiple ways I want to know which is considered to be "best practice". \n\n A conceptual use of the object would be this: \n\n \n\n I have some examples here: \n\n Example #1: \n\n \n\n Here I actually have no properties; "name" cannot be changed or be read by public and getName method can be accessed public and invoke with local name variable. This actually meets my needs. \n\n Example #2: \n\n \n\n This has same behaviour as example #1. I\'m just not sure about the difference between  var method = function () {};  and  function method() {};  from a functional and performance perspective. \n\n Example #3: \n\n \n\n Here I have name property which can be read/write by public and I also have a prototype getName method that can be accessed public. \n\n Example #4: \n\n \n\n Here I have what I had in example #3 with the difference that I make sure that prototype methods are set only once and only when required. \n\n So the end question is, which of those you will suggest me to follow or if any of them then which way is the best practice? \n'
8691699	b' One way of making an app uninstallable is getting it baked into the firmware of the handset before its launch. This is usually done by having a tie-up with the wireless carrier, who requires the app to be preloaded by the OEM. But for normal apps delivered through Android Marketplace it is not possible.  \n'
8691706	b' If I have a string  flags , how do I make sure that its letters are ordered alphabetically, in this case  afgls ? \n'
8691715	b' You can do this with   str_split()  ,   sort()  , and   implode()  : \n\n \n'
8691716	b" You are calling   get   on a jQuery result. That'a a different method than   $.get  , the one you should be using: \n\n \n"
8691720	b' Edited to use string split function instead of explode \n\n You will likely want to use the str_split function:     \n\n As well as the Array Sort function:     \n\n And finally, the Implode function:     \n'
8691721	b' I have a page that allows users to comment on answers very similar to stackoverflow. Everything works except the writecomment.php which, ideally should get the questionid and answerid and place the appropriate comments in the right question and under the right answers.  My current writecomment.php code is wrong, but i really have no idea how to make it work properly. \n\n Jquery: \n\n \n\n HTML: \n\n \n\n writecomment.php: \n\n \n\n ?> \n'
8691738	b' For what you want, the best way is probably this: \n\n \n\n Why is this? Well, first of all, encapsulation. If possible, you generally want to put the function in the prototype, like so: \n\n \n\n  However!  In this case, it appears you don\'t want  Person.name  to be accessible. For that reason, you need to use closures. \n\n As for this method: \n\n \n\n That\'s not good. You publicly expose  this.name , so it offers no advantage over the previous prototype method, but you continually overwrite  Person.prototype.getName  with the same function. There\'s no point in doing that;  this  will be the appropriate object every time. What\'s more,  Person.prototype.getName  won\'t be accessible until the first  Person  object is instantiated so there\'s not much point in making it "public" in the first place. Your fourth example is basically identical, with more cruft making it harder to understand, but it still has all the disadvantages. \n\n So, in this case, go with the first version; when possible, though, set methods on  prototype  so they can be called outside of an instance. \n\n Finally, I would recommend using: \n\n \n\n over \n\n \n\n because 1) The second example is missing a semicolon, 2) the  var  implies that the constructor is variable which it should not be, and 3) I don\'t believe JDoc allows  @constructor  to be applied to it, causing a warning in Closure Compiler at least 1 . \n\n \n\n   1  Okay, not so important. But still...  \n'
8691751	b' Change \n\n \n\n to \n\n \n\n and every  $form  to  myForm ; \n\n Change \n\n \n\n to \n\n \n\n Change your PHP to \n\n \n'
8691756	b" I made a pretty CPU intensive webpage with lots of CSS3 and Javascript. I want to use Javascript to test if the user's computer is capable of handling the scripts. I think a possible method is to run some CPU intensive scripts and see how long it took. However, I don't know how to actually implement this. \n\n Here's the webpage:     (3D cube only viewable in webkit browsers). \n"
8691758	b' Presumably you keep a list or some other reference of/to connected clients, why not just loop over that for each bit of information and send it to all of them? \n'
8691763	b' If you want to replace the entire contents of the #dialog DOM object with the HTML you load, then you probably want to use  .load() : \n\n \n'
8691778	b' Right click on the project. Click properties. Sources tab. The "Project Folder" path is at the top. \n'
8691783	b' I have two quick, easy questions on C# in Visual Studio. First, is there anything like the label, but for an area of text in the program? I would like to have multiple lines of text in my program, but can only seem to accomplish it with a DotNetBar label with wordwrap turned on.  \n\n Second, is there any way to have a hyperlink in the middle of the text without using a link label? If I wanted to generate text like "An update is available, please visit     to download it!", is it possible to make the link clickable without having to position a link label in the middle of the text? \n'
8691800	b' My python interpreter is acting funky when I use the math.cos() and math.sin() function. For example, if I do this on my calculator: \n\n \n\n But when I do this on python (both 3.2 and 2.7) \n\n \n\n Why does this happen? \n\n EDIT: How do you change the Radian in Python to degrees, just in case? \n'
8691808	b' This is being caused by the fact that you are using  degrees  \nand the trigonometric functions expect  radians  as input: \n sin(radians)  \n\n The description for  sin  is: \n\n \n\n In Python, you can convert degrees to radians with the  math.radians  function. \n\n  \nSo if you do this with your input: \n\n \n\n it gives the same result as your calculator. \n'
